title,price,info,usage,brand,category,product_type,images,description,url
Jabón Liquido Facial Oily Skin 200 ml Clinique,125.00,Es el Paso 1 en nuestro Sistema de 3 Pasos personalizado. El jabón líquido desarrollado por dermatólogos limpia suavemente y a profundidad.,"Usa dos veces al día, mañana y noche. 
Haz espuma en las manos con agua tibia. 
Masajea sobre el rostro libre de maquillaje. 
Enjuaga completamente y luego seca la piel con una toalla.
Continúa con los pasos 2 y 3: Clarifying Lotion y Dramatically Different Moisturizing Lotion + o Gel",CLINIQUE,Limpieza,Dermocosmética,"['https://aruma.vtexassets.com/arquivos/ids/178868-800-auto?v=637955668740800000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/178869-800-auto?v=637955668910170000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/178870-800-auto?v=637955669035870000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/178871-800-auto?v=637955669169030000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/178872-800-auto?v=637955669453470000&width=800&height=auto&aspect=true']","¿Qué es? 
Es el Paso 1 en nuestro Sistema de 3 Pasos personalizado. El jabón líquido desarrollado por dermatólogos limpia suavemente y a profundidad. 

¿Qué hace? 
Suave, no reseca la piel, remueve la suciedad y residuos a la vez que protege la humedad natural de la piel. La fórmula se enjuaga fácilmente dejando la piel limpia, cómoda, fresca - nunca tirante o seca. Prepara la piel para el paso de la exfoliación. Disponible para 3 tipos de pieles. Extra- Mild para pieles muy secas a secas. Es un jabón en crema que no genera espuma. Mild para pieles mixtas secas. Oily Skin Formula para pieles mixtas-grasas a grasas. 

El secreto del sistema. 
Nuestro revolucionario Sistema de 3 Pasos fue creado por un reconocido dermatólogo. Es simple, personalizado y toma tres minutos, dos veces al día: limpia con el jabón de rostro Facial Soap, exfolia con Clarifying Lotion, humecta con Dramatically Different Moisturizing Lotion+, Gel libre de aceite o Jelly ligero. 
Hay una rutina del cuidado de la piel Clinique perfecta para ti.
Encuéntrala ahora. 

Nuestra filosofía de pureza
Sin parabenos. Sin ftalatos. Sin fragancia. Piel simplemente feliz.",https://www.aruma.pe/jabon-liquido-facial-oily-skin-200-ml-clinique/p
Set Serum Dermo Revitalift Hyaluro Expert 30 ml + Serum Rellenador Contorno Ojos Revitalift 20 ml L'Oréal Paris,193.80,Ideal para hidratar intensamente y reducir arrugas y ojeras con efecto rellenador en rostro y contorno de ojos.,Aplica por la mañana y por la noche sobre la piel previamente limpia y seca.,L'OREAL PARIS,Tratamiento,Serums y ampollas,"['https://aruma.vtexassets.com/arquivos/ids/194868-800-auto?v=638514062511930000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/194869-800-auto?v=638828467293970000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/194870-800-auto?v=638828467294300000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/194871-800-auto?v=638828467294300000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/194872-800-auto?v=638828467294300000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/194873-800-auto?v=638828467294430000&width=800&height=auto&aspect=true']","Set Serum Dermo Revitalift Hyaluro Expert 30 ml: Concentración alta de Ácido Hialurónico Puro al 1,5%. Rellena e hidrata la piel al mismo tiempo que reduce visiblemente las arrugas. Validado por dermatólogosSerum Rellenador Contorno Ojos Revitalift 20 ml L'Oréal Paris: Serum com alta concentración de ácido hialuróncio y cafeína para reducir ojeras y bolsas. Incluye un aplicador metálico para proporcionar un masaje frío en el contorno de los ojos.",https://www.aruma.pe/set-serum-dermo-revitalift-hyaluro-expert-30-ml-serum-rellenador-contorno-ojos-revitalift-20-ml-loreal-paris/p
Mascarilla Facial Tony Moly I Am Honey Mask Sheet 30ml,9.90,Transforma la piel opaca y cansada en una piel saludable e hidratada en tan solo 20 minutos.La esencia tipo agua infusionada con miel proporciona hidratación y nutrición para una piel radiante.,"Después de lavar tu rostro aplica la mascarilla y déjela reposar de 10 a 20 minutos. Cuando el tiempo haya culminado, da palmadas suavemente con los dedos anulares hasta que la esencia restante se absorba.",TONY MOLY,Tratamiento,Mascarillas,['https://aruma.vtexassets.com/arquivos/ids/203578-800-auto?v=638736156676730000&width=800&height=auto&aspect=true'],Transforma la piel opaca y cansada en una piel saludable e hidratada en tan solo 20 minutos.La esencia tipo agua infusionada con miel proporciona hidratación y nutrición para una piel radiante.,https://www.aruma.pe/mascarilla-facial-tony-moly-i-am-honey-mask-sheet-30ml/p
Eucerin Photoaging Control Tono Medio FPS50+ Protector Solar Facial 50ml,144.00,Protector solar facial con color de tono medio de textura ligera.,"Aplicar una cantidad generosa antes de exponerse al sol y volver a aplicar frecuentemente, especialmente antes de nadar. Reducir la cantidad disminuirá el nivel de protección significativamente. Dejar que se absorba por completo y evitar el contacto con telas o materiales duros para evitar mancha",EUCERIN,Protección Solar,Facial,['https://aruma.vtexassets.com/arquivos/ids/182919-800-auto?v=638143265577300000&width=800&height=auto&aspect=true'],"Un protector solar para el rostro con un alto factor de protección UV, con Protección Celular Biológica y pigmentos de color que cubren y corrigen la piel instantáneamente.",https://www.aruma.pe/sun-cc-creme-fps50-50-ml-eucerin/p
002 Base Tratante 10ml Mavala,69.90,"El tratamiento de base que protege la uña, duplica la duración del esmalte y evita el amarillamiento de las uñas.","Limpie bien la superficie de la uña y aplique una capa de Mavala 002. Deje secar y termine su manicura con un esmalte de Mavala.

Por su consistencia ligeramente adherente es necesario aplicar una capa final de esmalte o brillo.",MAVALA,Uñas,CUIDADO DE LA PIEL,['https://aruma.vtexassets.com/arquivos/ids/180000-800-auto?v=638018177232900000&width=800&height=auto&aspect=true'],"La capa base protectora Mavala 002 puede proporcionar una capa completa y sólida de película protectora, lo más importante es que la capa base protectora Mavala 002 previene el amarillamiento causado a veces por el esmalte de uñas al proteger la superficie de la uña y el área externa de las uñas. Este producto tiene doble función, puede proteger las uñas, pero también para mejorar la durabilidad del esmalte de uñas.",https://www.aruma.pe/002-base-tratante-10ml-mavala/p
Mascarilla Facial 7Days Govegan Salad Wednesday geen Day 25g,14.90,,"1. Quitar el maquillaje. 2. Aplicar mascarilla y dejar actuar durante 10-15 minutos. 3. Enjuágate la cara con agua. Si lo desea, deje residuos en la cara. Para obtener mejores resultados y mejoras notables, utilice toda la serie de mascarillas «Go Vegan» durante la semana. Las mascarillas son de un solo uso y de cuidado express.",7DAYS,Tratamiento,Mascarillas,"['https://aruma.vtexassets.com/arquivos/ids/189539-800-auto?v=638368694843200000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/189540-800-auto?v=638368695136830000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/189541-800-auto?v=638368695377700000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/189542-800-auto?v=638368695502500000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/189543-800-auto?v=638368696258030000&width=800&height=auto&aspect=true']","Los extractos de brócoli, romero y pepino despiertan tu piel con vitaminas y micronutrientes. La vitamina E hidrata y protege de los daños ambientales. La mascarilla mejora tu cutis y prepara tu piel para el maquillaje.",https://www.aruma.pe/mascarilla-facial-7days-govegan-salad-wednesday-geen-day-25g/p
Limpiador Facial Holika Holika Aloe Cleansing Foam 150ml,39.90,Limpiador de tipo gel a espuma.,Aplique la cantidad adecuada a las palmas y haga burbujas. Masajea tu cara y lávala con agua tibia.,HOLIKA HOLIKA,CUIDADO DE LA PIEL,Limpieza,['https://aruma.vtexassets.com/arquivos/ids/168187-800-auto?v=637503942681400000&width=800&height=auto&aspect=true'],"Espuma limpiadora facial elimina impurezas y maquillaje de la piel con 40.000 ppm de zumo de hoja de aloe vera de Jeju.Limpiador de gel transparente que cambia a espuma de burbujas.
CÓMO UTILIZAR Aplique la cantidad adecuada a las palmas y haga burbujas. Masajea tu cara y lávala con agua tibia.",https://www.aruma.pe/limpiador-facial-holika-holika-aloe-cleansing-foam-150ml/p
Pack Isdin Acniben Rutina Facial,248.80,Trata el acné y luce una piel radiante con el Pack ISDIN Acniben Rutina Facial,,ISDIN,Limpieza,Limpiadores y Jabones,['https://aruma.vtexassets.com/arquivos/ids/194234-800-auto?v=638484691008300000&width=800&height=auto&aspect=true'],"Acniben Limpiador Purificante en espuma: Acniben Limpiador Purificante es la espuma limpiadora facial que deja el rostro limpio y menos brillante y ayuda a eliminar el exceso de sebo.Acniben Control brillos y granos: De textura ligera y no grasa, Acniben Control brillos y granos es un gel crema facial para piel con imperfecciones que matifica y ayuda a reducir los granos. Además, su fórmula con ácido hialurónico aporta hidratación y un acabado sedoso a la piel grasa.ISDIN Fotoprotector Fusion Water Magic: Fotoprotector facial de textura ultraligera y fase externa acuosa con acabado final sedoso. Proporciana una alta protección, hidrata tu piel y aporta acción antioxidante",https://www.aruma.pe/pack-isdin-acniben-limpiador-acniben-crema-fusion-water-magic/p
Limpiador La Roche Posay Mela B3 200ml,106.00,"Mela B3 es un gel limpiador exfoliante antimanchas, clarificante, unificador.","Aplicar una pequeña cantidad de producto por la mañana y en la noche. 
Masajear suavemente con movimientos circulares con agua, evitando los ojos.
Aclarar y secar suavemente.",LA ROCHE POSAY,Limpieza,Limpiadores y Jabones,"['https://aruma.vtexassets.com/arquivos/ids/199265-800-auto?v=638621167254530000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199266-800-auto?v=638621167347600000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199267-800-auto?v=638621167433530000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199268-800-auto?v=638621167515200000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199269-800-auto?v=638621167603500000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199270-800-auto?v=638621167704630000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199271-800-auto?v=638621167795430000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199272-800-auto?v=638621167890070000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/199273-800-auto?v=638621167978500000&width=800&height=auto&aspect=true']","Purifica y renueva la piel.
Ayuda a unificar el tono de la piel.
Ayuda a corregir los signos de hiperpigmentación en la piel.",https://www.aruma.pe/limpiador-la-roche-posay-mela-b3-200ml/p
Crema De Vitamina C Mario Badescu 28 g,119.00,"Crema de Vitamina C para iluminar el tono de la piel, hidratar y mejorar la elasticidad de la piel.","Úselo a diario, como complemento matutino del serum de vitamina C nocturno.
Limpia y tonifica la piel, aplica tu serum Mario Badescu favorito, si lo usas.
Aplica la Crema de Vitamina C en tu rostro.
Siga la aplicación con un SPF UVA/UVB de alta protección, ya que el uso de vitamina C puede hacer que la piel sea más sensible al sol.
* Si el producto entra en contacto con los ojos, enjuáguelos bien con agua. Sólo para uso externo",MARIO BADESCU,Necesidad,Hidratación,"['https://aruma.vtexassets.com/arquivos/ids/193203-800-auto?v=638446675966530000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192447-800-auto?v=638430889609000000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192449-800-auto?v=638430889937670000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192904-800-auto?v=638442948030970000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192905-800-auto?v=638442948167900000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192906-800-auto?v=638442948296770000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/192907-800-auto?v=638442948403500000&width=800&height=auto&aspect=true']","Un humectante liviano de día formulado con 10 % de vitamina C (ácido ascórbico) actúa para revitalizar la piel apagada y sin brillo al ayudar a iluminar visiblemente el tono, mejorar la elasticidad de la piel y lograr un cutis resplandeciente y de apariencia más juvenil.",https://www.aruma.pe/crema-de-vitamina-c-mario-badescu-28-g/p
Hidratante Corporal Volpaderm Aha Milk 200 ml Frezyderm,144.00,,,FREZYDERM,CUIDADO DE LA PIEL,Dermocosmética,['https://aruma.vtexassets.com/arquivos/ids/183466-800-auto?v=638155244118400000&width=800&height=auto&aspect=true'],"Leche Corporal Para La Noche,  Volpaderm Aha Milk",https://www.aruma.pe/hidratante-corporal-volpaderm-aha-milk-200-ml-frezyderm-2/p
ISDIN Isdinceutics Instant Flash 5UX2ml 10 ml,74.90,Sérum facial con efecto lifting inmediato. Aplicar Instant Flash sobre la piel limpia y seca antes de cualquier ocasión especial. Aplicar ½ ampolla sobre cara y cuello realizando un ligero masaje hasta que el producto se absorba completamente. Después de su aplicación aplicar directamente el maquillaje. Uso tópico para todo tipo de pieles.,"Aplicar Instant Flash sobre la piel limpia y seca antes de cualquier ocasión especial. Aplicar ½ ampolleta sobre cara y cuello realizando un ligero masaje hasta que el producto se absorba completamente. Después de la aplicación, aplicar fotoprotector Solar y después el maquillaje. Uso tópico para todo tipo de pieles.",ISDIN,CUIDADO DE LA PIEL,Necesidad,"['https://aruma.vtexassets.com/arquivos/ids/167381-800-auto?v=637443564911530000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/186784-800-auto?v=638289347753430000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/186785-800-auto?v=638289347904270000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/186786-800-auto?v=638289348057630000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/186787-800-auto?v=638289348366000000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/186788-800-auto?v=638289348740000000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/186789-800-auto?v=638289349187330000&width=800&height=auto&aspect=true', 'https://aruma.vtexassets.com/arquivos/ids/186790-800-auto?v=638289349408200000&width=800&height=auto&aspect=true']","Efecto lifting inmediato
Solución facial en ampollas con un conjunto de avanzados activos que promueven un efecto lifting inmediato y prolongado hasta 8h que rejuvenece la apariencia del rostro.",https://www.aruma.pe/ceutics-instant-flash-5-ampollas-peru-isdin/p
Crema Facial Collagen Vegan x 50 ml Babaria,33.90,"Crema facial reafirmante con Colágeno Vegano de Babaria que corrige los signos de la edad, como arrugas y patas de gallo, rejuveneciendo visiblemente la piel.  Además, ayuda a reafirmar y redensificar la dermis, disminuyendo su flacidez.","Aplicar sobre la piel limpia de rostro, cuello y escote en la mañana y en la noche. Masajear con la yema de los dedos hasta su completa absorción. Evitar el contacto con los ojos.",BABARIA,Necesidad,Hidratación,['https://aruma.vtexassets.com/arquivos/ids/177848-800-auto?v=637910886887930000&width=800&height=auto&aspect=true'],"La crema facial Collagen Vegan de Babaria corrige todos los signos de la edad, como arrugas y patas de gallo, rejuveneciendo visiblemente la piel.

Ayuda a reafirmar y redensificar la dermis, disminuyendo su flacidez.

Nuestro Colágeno es de origen vegetal.",https://www.aruma.pe/crema-facial-collagen-vegan-x-50-ml-babaria/p
